Company Name,Business Name,Street Address,City,Burrough,Province,Postal Code,Telephone Number,Line of Business,Latitude,Longitude,Primary NAICS,Primary SIC,Sales Volume,Total Employees,Local Employees,Year Started
3 DEGREES RESTAURANT CORP,TIM HORTONS,527 BLOOR ST W,Toronto,TORONTO,Ontario,M5S 1Y5,,EATING PLACES,43.66531,-79.409281,722513,58120304,"$579,224.00 ",20,20,2005
770976 ONTARIO LIMITED,TIM HORTONS,3090 BATHURST ST,Toronto,NORTH YORK,Ontario,M6A 2A1,4167839433,EATING PLACES,43.7194,-79.430171,722513,58120304,$0.00 ,0,7,
770976 ONTARIO LIMITED,TIM HORTONS,2304 SHEPPARD AVE W,Toronto,NORTH YORK,Ontario,M9M 1M1,4167413030,EATING PLACES,43.73498,-79.533751,722513,58120304,$0.00 ,0,1,
770976 ONTARIO LIMITED,TIM HORTONS,2625G WESTON RD,Toronto,NORTH YORK,Ontario,M9N 3X2,4162425090,EATING PLACES,43.71181,-79.535317,722513,58120304,$0.00 ,0,50,
8749852 CANADA INC,TIM HORTONS,726 BLOOR ST W,Toronto,TORONTO,Ontario,M6G 4A1,4165301974,EATING PLACES,43.663699,-79.41806,722513,58120304,$0.00 ,0,1,
8749852 CANADA INC,TIM HORTONS,455 SPADINA AVE,Toronto,TORONTO,Ontario,M5S 2G8,4165935523,EATING PLACES,43.65823,-79.399781,722513,58120304,"$914,564.00 ",30,1,2000
927029 ONTARIO INC,TIM HORTONS,3381 STEELES AVE E,Toronto,NORTH YORK,Ontario,M2H 3S7,4164921642,EATING PLACES,43.814952,-79.344017,722513,58120304,"$914,564.00 ",30,30,
ABBA KYRILLOS & MARI MINA LTD,TIM HORTONS,700 UNIVERSITY AVE,Toronto,TORONTO,Ontario,M5G 1Z5,4165969700,EATING PLACES,43.65901,-79.391151,722513,58120304,$0.00 ,0,1,
ABBA KYRILLOS & MARI MINA LTD,TIM HORTONS,76 GRENVILLE ST,Toronto,TORONTO,Ontario,M5S 1B2,4163236400,EATING PLACES,43.66151,-79.387341,722513,58120304,"$914,564.00 ",30,1,2007
ANA-SAM INVESTMENT INC,TIM HORTONS,1280 FINCH AVE W SUITE 108,Toronto,NORTH YORK,Ontario,M3J 3K6,4167368169,EATING PLACES,43.76425,-79.488501,722513,58120304,"$1,600,488.00 ",56,10,1991
ARAMARK CANADA LTD.,TIM HORTONS,350 VICTORIA ST,Toronto,TORONTO,Ontario,M5B 2K3,4169795000,EATING PLACES,43.65777,-79.380441,722513,58120304,$0.00 ,0,1,
AVA-MENA INC,TIM HORTONS,5955 LESLIE ST,Toronto,NORTH YORK,Ontario,M2H 1J8,4164925402,EATING PLACES,43.798905,-79.370039,722513,58120304,"$914,564.00 ",30,30,
BASHARAT FOOD SERVICES LTD,TIM HORTONS,1170 BAY ST UNIT 100,Toronto,TORONTO,Ontario,M5S 2B4,6473463047,EATING PLACES,43.66904,-79.389491,722513,58120304,$0.00 ,0,41,
BASHARAT FOOD SERVICES LTD,TIM HORTONS,50 BLOOR ST W,Toronto,TORONTO,Ontario,M4W 3L8,4169208777,EATING PLACES,43.67038,-79.388271,722513,58120304,$0.00 ,0,1,
BASHARAT FOOD SERVICES LTD,TIM HORTONS,769 YONGE ST,Toronto,TORONTO,Ontario,M4W 2G4,4169341756,EATING PLACES,43.67116,-79.386831,722513,58120304,"$1,219,419.00 ",41,1,2001
CAMKAR MAC ENTERPRISES INC,TIM HORTONS,3003 DANFORTH AVE,Toronto,TORONTO,Ontario,M4C 1M9,4166866368,"GROCERY STORES, NSK",43.69063,-79.288661,445120,54110200,$0.00 ,0,1,
CAMKAR MAC ENTERPRISES INC,TIM HORTONS,2575 DANFORTH AVE SUITE 2,Toronto,TORONTO,Ontario,M4C 1L5,4166980439,"GROCERY STORES, NSK",43.688385,-79.300471,445120,54110200,$0.00 ,0,1,
CHAUHAN FOOD SERVICES INC,TIM HORTONS,3487 DUNDAS ST W,Toronto,TORONTO,Ontario,M6S 2S5,4167633113,EATING PLACES,43.66543,-79.488131,722513,58120304,$0.00 ,0,20,
CHAUHAN FOOD SERVICES INC,TIM HORTONS,399 BATHURST ST,Toronto,TORONTO,Ontario,M5T 2S8,4165042662,EATING PLACES,43.653928,-79.406607,722513,58120304,$0.00 ,0,1,
CHAUHAN FOOD SERVICES INC,TIM HORTONS,2571 ST CLAIR AVE W,Toronto,TORONTO,Ontario,M6N 4Z5,4167629600,EATING PLACES,43.667909,-79.488163,722513,58120304,$0.00 ,0,1,
CHAUHAN FOOD SERVICES INC,TIM HORTONS,110 WEST TORONTO ST,Toronto,TORONTO,Ontario,M6N 5B7,4167699339,EATING PLACES,43.668987,-79.470855,722513,58120304,$0.00 ,0,5,
CHAUHAN FOOD SERVICES INC,TIM HORTONS,952 KING ST W,Toronto,TORONTO,Ontario,M6K 1E4,4163489494,EATING PLACES,43.64224,-79.412431,722513,58120304,$0.00 ,0,1,
COMPASS GROUP CANADA LTD,TIM HORTONS,969 EASTERN AVE,Toronto,TORONTO,Ontario,M4L 1A5,4164625157,EATING PLACES,43.663246,-79.321696,722513,58120304,$0.00 ,0,1,
DAVID-MAUR HOLDINGS CORP,TIM HORTONS,444 YONGE ST,Toronto,TORONTO,Ontario,M5B 2H4,4169771379,EATING PLACES,43.66061,-79.383991,722513,58120304,$0.00 ,0,23,
DIAB FOODS INC,TIM HORTONS,280 SCARLETT RD,Toronto,TORONTO,Ontario,M9A 4S4,4162452800,EATING PLACES,43.68088,-79.509371,722513,58120304,"$914,564.00 ",30,1,
DIAB FOODS INC,TIM HORTONS,2013 LAWRENCE AVE W SUITE A,Toronto,TORONTO,Ontario,M9N 0A3,4162422122,EATING PLACES,43.701089,-79.511832,722513,58120304,$0.00 ,0,1,
E B W LTD,TIM HORTONS,481 DANFORTH AVE SUITE 483,Toronto,TORONTO,Ontario,M4K 1P5,4164629116,EATING PLACES,43.67776,-79.349411,722513,58120304,"$914,564.00 ",30,30,
IUNHEA ENTERPRISE LTD,TIM HORTONS,1110 DON MILLS RD,Toronto,NORTH YORK,Ontario,M3B 3R7,4163857880,EATING PLACES,43.73722,-79.344001,722513,58120304,"$1,130,795.00 ",30,30,
JERAL MAGDAN FOODS INC,TIM HORTONS,4820 SHEPPARD AVE E UNIT 27,Toronto,SCARBOROUGH,Ontario,M1S 5M8,4162979614,EATING PLACES,43.79182,-79.249591,722513,58120304,"$297,233.00 ",10,10,1990
JS SIMAN HOLDINGS INC,TIM HORTONS,5470 DUNDAS ST W,Toronto,ETOBICOKE,Ontario,M9B 1B6,4162399798,EATING PLACES,43.63317,-79.543166,722513,58120304,"$914,564.00 ",30,30,2004
JS SIMAN HOLDINGS INC,TIM HORTONS,3071 BLOOR ST W,Toronto,ETOBICOKE,Ontario,M8X 1C7,4162079433,"MISCELLANEOUS FOOD STORES, NSK",43.64659,-79.513641,445299,54990201,"$1,524,274.00 ",30,30,2004
"KERRIGAN, D K HOLDINGS LTD",TIM HORTONS,6780 KINGSTON RD,Toronto,SCARBOROUGH,Ontario,M1B 1G8,4162870838,EATING PLACES,43.79864,-79.147181,722513,58120304,"$914,564.00 ",30,30,2008
LMK FOODS INC,TIM HORTONS,5975 STEELES AVE E,Toronto,SCARBOROUGH,Ontario,M1V 5P7,4163355431,EATING PLACES,43.835309,-79.256453,722513,58120304,"$875,528.00 ",30,30,
LMK FOODS INC,TIM HORTONS,2363 WARDEN AVE,Toronto,SCARBOROUGH,Ontario,M1T 1V7,4164940490,EATING PLACES,43.78498,-79.309981,722513,58120304,"$914,564.00 ",30,30,
"LOOMIS, C L HOLDINGS INC",TIM HORTONS,1401 ELLESMERE RD,Toronto,SCARBOROUGH,Ontario,M1P 4R4,4164317092,EATING PLACES,43.769992,-79.261172,722513,58120304,"$914,564.00 ",30,30,
"LOOMIS, C L HOLDINGS INC",TIM HORTONS,1615 ELLESMERE RD,Toronto,SCARBOROUGH,Ontario,M1P 2Y3,4164388887,EATING PLACES,43.7717,-79.251861,722513,58120304,"$914,564.00 ",30,30,2007
"LOOMIS, C L HOLDINGS INC",TIM HORTONS,1900 MIDLAND AVE,Toronto,SCARBOROUGH,Ontario,M1P 5E2,4167525111,EATING PLACES,43.76719,-79.271301,722513,58120304,"$731,652.00 ",25,25,2009
"MAGDAN, JERAL FOODS INC",TIM HORTONS,5551 FINCH AVE E,Toronto,SCARBOROUGH,Ontario,M1B 2T9,4164123200,EATING PLACES,43.81277,-79.242491,722513,58120304,"$914,564.00 ",30,30,
MAREK HOSPITALITY INC,TIM HORTONS,3030 BIRCHMOUNT RD,Toronto,SCARBOROUGH,Ontario,M1W 3W3,4164952701,EATING PLACES,43.80189,-79.309011,722513,58120304,"$434,418.00 ",15,15,
MEGLEEN INC,TIM HORTONS,1 WILLIAM KITCHEN RD SUITE 1,Toronto,SCARBOROUGH,Ontario,M1P 5B7,4162931010,RETAIL BAKERIES,43.77069,-79.278551,445291,54619905,"$2,133,984.00 ",60,35,1995
MEGLEEN INC,TIM HORTONS,2370 LAWRENCE AVE E,Toronto,SCARBOROUGH,Ontario,M1P 2R5,4167556629,RETAIL BAKERIES,43.75013,-79.274231,445291,54619905,$0.00 ,0,1,
MEGLEEN INC,TIM HORTONS,381 MOUNT PLEASANT RD,Toronto,TORONTO,Ontario,M4S 2L5,4164816464,RETAIL BAKERIES,43.69844,-79.386221,445291,54619905,$0.00 ,0,1,
MEGLEEN INC,TIM HORTONS,2862 ELLESMERE RD SUITE 2,Toronto,SCARBOROUGH,Ontario,M1E 4B8,4162821499,EATING PLACES,43.783,-79.204231,722513,58120304,$0.00 ,0,50,
M F W LTD,TIM HORTONS,419 BLOOR ST E,Toronto,TORONTO,Ontario,M4W 1H7,6474275105,EATING PLACES,43.67209,-79.377081,722513,58120304,$0.00 ,0,1,
M F W LTD,TIM HORTONS,1910 YONGE ST SUITE 208,Toronto,TORONTO,Ontario,M4S 3B2,4164889540,EATING PLACES,43.69846,-79.396951,722513,58120304,"$914,564.00 ",30,1,2002
MKJ SIMAN INVESTMENTS INC,TIM HORTONS,5250 DUNDAS ST W,Toronto,ETOBICOKE,Ontario,M9B 1A9,4162348900,EATING PLACES,43.63836,-79.538901,722513,58120304,"$1,905,342.00 ",65,65,2002
NOVELTY HOMES LTD,TIM HORTONS,901 SHEPPARD AVE W,Toronto,NORTH YORK,Ontario,M3H 2T7,4166333387,EATING PLACES,43.7513,-79.457141,722513,58120304,"$914,564.00 ",30,30,2004
PIONEER FOOD SERVICES LIMITED,TIM HORTONS,4901 STEELES AVE W,Toronto,NORTH YORK,Ontario,M9L 2W1,4167443661,EATING PLACES,43.770912,-79.543189,722513,58120304,$0.00 ,0,40,
QSR GROUPS INC,TIM HORTONS,2208 JANE ST UNIT 1379,Toronto,NORTH YORK,Ontario,M3M 1A4,4162430502,EATING PLACES,43.72219,-79.509171,722513,58120304,"$990,778.00 ",35,35,
RJKN GROUP INC,TIM HORTONS,25 THE WEST MALL,Toronto,ETOBICOKE,Ontario,M9C 1B8,4166220515,EATING PLACES,43.609803,-79.560811,722513,58120304,"$2,739,150.00 ",70,0,2001
RJKN GROUP INC,TIM HORTONS,1569 THE QUEENSWAY,Toronto,ETOBICOKE,Ontario,M8Z 1T8,4162525814,EATING PLACES,43.617896,-79.539946,722513,58120304,$0.00 ,0,1,
SAISETHSONS HOSPITALITY GROUP INC,TIM HORTONS,1094 BLOOR ST W,Toronto,TORONTO,Ontario,M6H 1M8,4165163003,EATING PLACES,43.66034,-79.434391,722513,58120304,"$875,528.00 ",30,0,2012
SAISETHSONS HOSPITALITY GROUP INC,TIM HORTONS,2005 AVE RD,Toronto,NORTH YORK,Ontario,M5M 4A5,6473448469,EATING PLACES,43.73568,-79.41988,722513,58120304,$0.00 ,0,1,
SAISETHSONS HOSPITALITY GROUP INC,TIM HORTONS,1269 COLLEGE ST SUITE 1,Toronto,TORONTO,Ontario,M6H 1C5,4165382044,EATING PLACES,43.65101,-79.439321,722513,58120304,$0.00 ,0,1,
SAISETHSONS HOSPITALITY GROUP INC,TIM HORTONS,33 UNIVERSITY AVE,Toronto,TORONTO,Ontario,M5J 2S7,4163699802,EATING PLACES,43.64622,-79.383541,722513,58120304,$0.00 ,0,1,
SAISETHSONS HOSPITALITY GROUP INC,TIM HORTONS,900 DUFFERIN ST UNIT 565,Toronto,TORONTO,Ontario,M6H 4A9,4165356669,EATING PLACES,43.657016,-79.434335,722513,58120304,$0.00 ,0,1,
SETH'S HOSPITALITY SERVICES INC,TIM HORTONS,135 REXDALE BLVD,Toronto,ETOBICOKE,Ontario,M9W 1P7,4167429428,EATING PLACES,43.71108,-79.567001,722513,58120304,$0.00 ,0,1,
SETH'S HOSPITALITY SERVICES INC,TIM HORTONS,25 WOODBINE DOWNS BLVD,Toronto,ETOBICOKE,Ontario,M9W 6N5,4162131360,EATING PLACES,43.73545,-79.605781,722513,58120304,$0.00 ,0,1,
SETH'S HOSPITALITY SERVICES INC,TIM HORTONS,285 REXDALE BLVD,Toronto,ETOBICOKE,Ontario,M9W 1P7,4167488359,EATING PLACES,43.713445,-79.579791,722513,58120304,$0.00 ,0,1,
SETH'S HOSPITALITY SERVICES INC,TIM HORTONS,6897 FINCH AVE W,Toronto,TORONTO,Ontario,M9W 0A6,4167982937,EATING PLACES,43.73458,-79.617271,722513,58120304,"$875,528.00 ",30,0,
SETH'S HOSPITALITY SERVICES INC,TIM HORTONS,2687 KIPLING AVE,Toronto,TORONTO,Ontario,M9V 5G6,4167426215,EATING PLACES,43.750327,-79.585393,722513,58120304,$0.00 ,0,1,
SGDEO ENTERPRISE LTD,TIM HORTONS,1865 AVENUE RD,Toronto,NORTH YORK,Ontario,M5M 3Z7,,EATING PLACES,43.731785,-79.41925,722513,58120304,"$875,528.00 ",30,30,2002
"SIMAN, J & V ENTERPRISES INC",TIM HORTONS,1084 ISLINGTON AVE,Toronto,ETOBICOKE,Ontario,M8Z 4R9,4162334043,EATING PLACES,43.63606,-79.520381,722513,58120304,$0.00 ,0,40,
"SIMAN, J & V ENTERPRISES INC",TIM HORTONS,111 JUDGE RD,Toronto,ETOBICOKE,Ontario,M8Z 5B5,4162527770,EATING PLACES,43.63675,-79.530171,722513,58120304,"$1,143,206.00 ",40,1,1996
SUNGIUN ENTERPRISE LTD,TIM HORTONS,860 YORK MILLS RD SUITE 4,Toronto,NORTH YORK,Ontario,M3B 1Y4,4163852558,EATING PLACES,43.75511,-79.351481,722513,58120304,"$914,564.00 ",30,30,2000
"TDL GROUP CORP, THE",TIM HORTONS,73 FRONT ST E UNIT 8,Toronto,TORONTO,Ontario,M5E 1B8,4163631055,EATING PLACES,43.64864,-79.373073,722513,58120304,$0.00 ,0,30,
"TDL GROUP CORP, THE",TIM HORTONS,65 QUEEN ST W SUITE 1410,Toronto,TORONTO,Ontario,M5H 2M5,4163606776,EATING PLACES,43.65156,-79.382261,722513,58120304,$0.00 ,0,10,
"TDL GROUP CORP, THE",TIM HORTONS,207 QUEENS QUAY W,Toronto,TORONTO,Ontario,M5J 1A7,4162149474,EATING PLACES,43.639663,-79.38098,722513,58120304,$0.00 ,0,30,
TIM HORTONS INVESTMENTS INC,TIM HORTONS,731 EASTERN AVE,Toronto,TORONTO,Ontario,M4M 3H6,4164663580,EATING PLACES,43.660113,-79.330989,722513,58120304,"$2,057,770.00 ",70,70,2009
TIM WEBSTER INVESTMENTS INC,TIM HORTONS,200 ELIZABETH ST SUITE 224,Toronto,TORONTO,Ontario,M5G 2C4,4169792698,EATING PLACES,43.659513,-79.387077,722513,58120304,$0.00 ,0,1,
TIM WEBSTER INVESTMENTS INC,TIM HORTONS,12 QUEENS QUAY W,Toronto,TORONTO,Ontario,M5J 2V7,4162601846,EATING PLACES,43.64166,-79.376041,722513,58120304,"$875,528.00 ",30,0,2014
VISTAS RESTAURANTS INC,TIM HORTONS,1 RICHMOND ST W,Toronto,TORONTO,Ontario,M5H 3W4,4162144830,EATING PLACES,43.65138,-79.379251,722513,58120304,$0.00 ,0,1,
"WEBSTER, TIM INVESTMENTS INC",TIM HORTONS,2183 QUEEN ST E,Toronto,TORONTO,Ontario,M4E 1E5,,EATING PLACES,43.67041,-79.297221,722513,58120304,"$914,564.00 ",30,30,
W P W ENTERPRISES INC,TIM HORTONS,4479 KINGSTON RD SUITE 3,Toronto,SCARBOROUGH,Ontario,M1E 2N7,4162845163,EATING PLACES,43.769897,-79.187381,722513,58120304,$0.00 ,0,1,
YORKDALE CAFE LTD,TIM HORTONS,1 YORKDALE RD SUITE 1574,Toronto,NORTH YORK,Ontario,M6A 3A1,4167876268,EATING PLACES,43.72771,-79.453501,722513,58120304,$0.00 ,0,25,
YORKDALE CAFE LTD,TIM HORTONS,2377 YONGE ST SUITE 823,Toronto,TORONTO,Ontario,M4P 2C8,4164844231,RETAIL BAKERIES,43.70943,-79.398531,445291,54619905,"$5,182,532.00 ",145,25,1984
BASHARAT FOOD SERVICES LTD,TIM HORTON'S,537 PARLIAMENT ST,Toronto,TORONTO,Ontario,M4X 1P3,4169720003,EATING PLACES,43.665813,-79.368504,722513,58120304,$0.00 ,0,1,
2141528 ONTARIO INC,TIMMY'S BAGEL & COFFEE,2834 MARKHAM RD SUITE 1,Toronto,SCARBOROUGH,Ontario,M1X 1E6,4166091020,EATING PLACES,43.82354,-79.247941,722513,58120304,"$175,292.00 ",5,5,
1522930 ONTARIO INC,TIMOTHY WORLD COFFEE,425 UNIVERSITY AVE SUITE 403,Toronto,TORONTO,Ontario,M5G 1T6,4169774363,EATING PLACES,43.65424,-79.387531,722513,58120304,"$114,321.00 ",3,3,2002
DAN & JOHN HOLDINGS,TIMOTHYS COFFEES OF THE WORLD,3401 DUFFERIN ST,Toronto,NORTH YORK,Ontario,M6A 2T9,,EATING PLACES,43.724687,-79.457041,722513,58120304,"$403,933.00 ",14,14,
TIMOTHYS WORLD NEWS CAFE,TIMOTHYS COFFEES OF THE WORLD,1790 AVENUE RD SUITE B,Toronto,NORTH YORK,Ontario,M5M 3Z1,4167899432,"MISCELLANEOUS FOOD STORES, NSK",43.73008,-79.419011,445299,54990201,"$152,427.00 ",3,3,
KEURIG CANADA INC,TIMOTHY'S COFFEES OF THE WORLD,55 BLOOR ST W SUITE 117,Toronto,TORONTO,Ontario,M4W 1A5,4169620275,EATING PLACES,43.66963,-79.388641,722513,58120304,$0.00 ,0,10,
KEURIG CANADA INC,TIMOTHY'S COFFEES OF THE WORLD,25 THE WEST MALL UNIT 1063,Toronto,ETOBICOKE,Ontario,M9C 1B8,4166222745,EATING PLACES,43.609803,-79.560811,722513,58120304,$0.00 ,0,4,
1231049 ONTARIO INC,TIMOTHY'S WORLD COFFEE,2190 BLOOR ST W,Toronto,TORONTO,Ontario,M6S 1N3,4167678830,EATING PLACES,43.65166,-79.474771,722513,58120304,"$554,501.00 ",20,20,1997
6505147 CANADA INC,TIMOTHY'S WORLD COFFEE,500 CHURCH ST,Toronto,TORONTO,Ontario,M4Y 2C8,,EATING PLACES,43.66398,-79.380471,722511,58120000,"$284,547.00 ",10,10,2009
9086340 CANADA LTD,TIMOTHY'S WORLD COFFEE,320 DANFORTH AVE SUITE 1,Toronto,TORONTO,Ontario,M4K 1N8,4164612668,EATING PLACES,43.67752,-79.353211,722511,58129902,"$284,547.00 ",10,10,
KEURIG CANADA INC,TIMOTHY'S WORLD COFFEE,250 WINCOTT DR SUITE 13,Toronto,ETOBICOKE,Ontario,M9R 2R5,4162486372,EATING PLACES,43.67969,-79.546741,722513,58120304,$0.00 ,0,1,
KEURIG CANADA INC,TIMOTHY'S WORLD COFFEE,5650 YONGE ST SUITE 17,Toronto,NORTH YORK,Ontario,M2M 4G3,4162212945,EATING PLACES,43.78017,-79.415911,722513,58120304,$0.00 ,0,5,
KEURIG CANADA INC,TIMOTHY'S WORLD COFFEE,595 BAY ST,Toronto,TORONTO,Ontario,M7A 2B4,4163517447,"ROASTED COFFEE, NSK",43.65621,-79.383261,311920,20959902,$0.00 ,0,4,
THREECAF BRANDS CANADA INC,TIMOTHY'S WORLD COFFEE,2619 YONGE ST,Toronto,TORONTO,Ontario,M4P 2J1,,"MISCELLANEOUS FOOD STORES, NSK",43.71487,-79.399771,445299,54990201,"$48,884.00 ",1,1,2009
THREECAF BRANDS CANADA INC,TIMOTHY'S WORLD COFFEE,47 CHARLES ST W,Toronto,TORONTO,Ontario,M4Y 2R4,4166508302,EATING PLACES,43.66818,-79.388301,722513,58120304,"$297,233.00 ",10,10,2009
1277776 ONTARIO LTD,TIMOTHY'S WORLDNEWS CAFE,420 KING ST W,Toronto,TORONTO,Ontario,M5V 1K2,4163173496,EATING PLACES,43.646,-79.393511,722513,58120304,"$284,547.00 ",10,10,1998
FORTUNE ML INC,TOP SUB & COFFEE,1160 QUEEN ST E,Toronto,TORONTO,Ontario,M4M 1L4,,EATING PLACES,43.66289,-79.332701,722511,58120000,"$284,547.00 ",10,10,
1238291 ONTARIO INC,TREATS,444 YONGE ST SUITE M7,Toronto,TORONTO,Ontario,M5B 2H4,4169777377,EATING PLACES,43.66061,-79.383991,722513,58120304,"$75,452.00 ",2,2,1996
2124205 ONTARIO LTD,TREATS CAFE EMPORIUM,2235 SHEPPARD AVE E SUITE 104,Toronto,NORTH YORK,Ontario,M2J 5B5,,EATING PLACES,43.774826,-79.329473,722513,58120304,"$167,810.00 ",5,5,
EXCEL TRINITY COMPANY LIMITED,TRINITY FOOD EXPRESS,483 BAY ST SUITE 3,Toronto,TORONTO,Ontario,M5G 2C9,,RETAIL BAKERIES,43.65375,-79.382011,311811,54610000,"$179,043.00 ",4,4,1996
1462176 ONTARIO INC,WEST MALL DONUTS,290 THE WEST MALL UNIT 13,Toronto,ETOBICOKE,Ontario,M9C 1C6,4166223178,EATING PLACES,43.63465,-79.561761,722513,58120304,"$189,698.00 ",6,6,2001
2267159 ONTARIO CORP,WIBKE'S EXPRESSO BAR,2465 BLOOR ST W,Toronto,TORONTO,Ontario,M6S 1P7,,EATING PLACES,43.64889,-79.484741,722513,58120304,$0.00 ,10,10,
2166272 ONTARIO LIMITED,WILLAMS COFFEE,245 QUEENS QUAY W,Toronto,TORONTO,Ontario,M5J 2K9,4163060335,EATING PLACES,43.63888,-79.385121,722513,58120304,"$342,962.00 ",12,12,2008
2310598 ONTARIO LTD,ZAZA ESPRESSO BAR,258 BERESFORD AVE,Toronto,TORONTO,Ontario,M6S 3B3,6477489292,EATING PLACES,43.65101,-79.478021,722513,58120304,"$167,810.00 ",5,5,
ZAZU ESPRESSO BAR/CANNOLI INC,ZAZA ESPRESSO BAR,200 KING ST W,Toronto,TORONTO,Ontario,M5H 3T4,4162041112,EATING PLACES,43.6476,-79.385387,722513,58120304,$0.00 ,0,1,
SWAN DONUT,"ZHANG, LUIS",1736 JANE ST,Toronto,TORONTO,Ontario,M9N 2S9,,EATING PLACES,43.70448,-79.504501,722513,58120304,"$75,452.00 ",2,2,
23 DEGREES ROASTERY,,72 SAINT REGIS CRES N,Toronto,NORTH YORK,Ontario,M3J 1Z3,6478988275,"GROCERIES AND RELATED PRODUCTS, NEC, NSK",43.756681,-79.483201,424490,51490901,"$284,547.00 ",2,2,2010
A BICA COFFEE BILLIARDS INC,,1089 ST CLAIR AVE W,Toronto,TORONTO,Ontario,M6E 1A8,,EATING PLACES,43.67835,-79.440101,722513,58120304,"$72,231.00 ",2,2,2002
ADDIS CAFE,,3200 DANFORTH AVE UNIT 4,Toronto,SCARBOROUGH,Ontario,M1L 1B7,4166938722,EATING PLACES,43.69254,-79.283761,722513,58120304,"$72,231.00 ",2,2,2002
A & D ESPRESSO BAR INC,,1407 YONGE ST,Toronto,TORONTO,Ontario,M4T 1Y7,6479221306,EATING PLACES,43.687329,-79.393716,722513,58120304,$0.00 ,10,10,2013
AFRI CANA TRADERS INC,,1120 FINCH AVE W SUITE 701,Toronto,NORTH YORK,Ontario,M3J 3H7,6475673802,"GROCERIES AND RELATED PRODUCTS, NEC, NSK",43.766847,-79.476144,424490,51490901,"$569,093.00 ",4,1,2013
AMBIANCE CHOCOLAT LTD,,683 MOUNT PLEASANT RD,Toronto,TORONTO,Ontario,M4S 2N2,4164062462,CANDY AND OTHER CONFECTIONERY PRODUCTS,43.659248,-79.347938,311352,20649905,"$228,641.00 ",3,3,2007
ANNETTE'S DONUTS LIMITED,,1965 LAWRENCE AVE W,Toronto,TORONTO,Ontario,M9N 1H5,4166563444,"BREAD, CAKE, AND RELATED PRODUCTS",43.70098,-79.508741,311812,20510206,"$5,334,959.00 ",84,84,1981
ARAMARK FOODS YU,,4700 KEELE ST,Toronto,TORONTO,Ontario,M3J 1P3,6479980129,DIRECT SELLING ESTABLISHMENTS,43.775055,-79.494151,722330,59630204,"$167,810.00 ",2,2,2017
ARENA COFFEE BAR,,15 TANK HOUSE LANE,Toronto,TORONTO,Ontario,M5A 3C4,,EATING PLACES,43.650368,-79.358877,722513,58120304,$0.00 ,10,10,2017
AROMA COFFEE BAR & EATERY,,2036 SHEPPARD AVE E,Toronto,TORONTO,Ontario,M2J 5B3,,EATING PLACES,43.775093,-79.330677,722513,58120304,"$167,810.00 ",5,5,
AROMA ESPRESSO BAR,,120 LYNN WILLIAMS ST,Toronto,TORONTO,Ontario,M6K 3N6,6473527700,EATING PLACES,43.639002,-79.417034,722513,58120304,"$175,292.00 ",5,5,2012
AROMA ESPRESSO BAR CANADA INC,,2040 AVENUE RD,Toronto,NORTH YORK,Ontario,M5M 4A6,4164898987,EATING PLACES,43.73603,-79.420212,722513,58120304,$0.00 ,0,1,
AROMA ESPRESSO BAR CANADA INC,,446 SPADINA RD,Toronto,TORONTO,Ontario,M5P 3M2,4164812233,EATING PLACES,43.68902,-79.413101,722513,58120304,"$762,137.00 ",26,1,2006
AROMA ESPRESSO BAR CANADA INC,,570 BAY ST,Toronto,TORONTO,Ontario,M5G 0B2,4167927760,EATING PLACES,43.655416,-79.383686,722513,58120304,$0.00 ,0,1,
AROMA ESPRESSO BAR CANADA INC,,25 THE WEST MALL,Toronto,TORONTO,Ontario,M9C 1B8,4166211331,EATING PLACES,43.609389,-79.559813,722513,58120304,$0.00 ,0,1,
AROMA EXPRESSO BAR,,1 DUNDAS ST W,Toronto,TORONTO,Ontario,M5G 1Z3,4166985010,EATING PLACES,43.65615,-79.381514,722513,58120304,$0.00 ,10,10,2014
ARVO COFFEE,,17 GRISTMILL LANE,Toronto,TORONTO,Ontario,M5A 3C4,,EATING PLACES,43.649926,-79.361581,722513,58120304,$0.00 ,22,22,2016
ASTRA M GROUP LTD,,100 WESTMORE DR UNIT 10,Toronto,ETOBICOKE,Ontario,M9V 5C3,4167466458,"COMMERCIAL EQUIPMENT, NEC",43.73685,-79.602211,423440,50460302,"$289,612.00 ",2,2,2003
AVENUE COFFEE SHOP,,222 DAVENPORT RD,Toronto,TORONTO,Ontario,M5R 1J6,4169245191,EATING PLACES,43.67484,-79.397161,722513,58120304,"$72,231.00 ",2,2,1974
BABY-O DONUTS STORE 2,,500 REXDALE BLVD,Toronto,ETOBICOKE,Ontario,M9W 6K5,,EATING PLACES,43.717651,-79.596742,722513,58120304,"$199,238.00 ",5,5,1990
BAKER'S CAFE,,1887 AVENUE RD,Toronto,NORTH YORK,Ontario,M5M 3Z9,4167811207,EATING PLACES,43.73258,-79.419141,722513,58120304,"$72,231.00 ",2,2,1982
BASHARAT FOOD SERVICES LTD,,145 KING ST W,Toronto,TORONTO,Ontario,M5H 1J8,4168650101,EATING PLACES,43.64746,-79.383881,722513,58120304,$0.00 ,0,15,
BEACHES BAKE SHOP,,900 KINGSTON RD,Toronto,TORONTO,Ontario,M4E 1S5,4166862391,RETAIL BAKERIES,43.68055,-79.289721,311811,54610000,"$144,806.00 ",4,4,
